vehicle_id,time,position
1,1.0,0.0
1,1.97,13.44
1,2.94,26.88
1,3.9,40.31
1,4.87,53.75
1,5.84,67.19
1,6.8,80.62
1,7.77,94.06
1,8.74,107.5
1,9.71,120.94
1,10.68,134.38
1,11.64,147.81
1,12.61,161.25
1,13.58,174.69
1,14.54,188.12
1,16.48,215.0
1,17.41,227.86
1,18.33,240.71
1,19.26,253.57
1,20.18,266.43
1,21.11,279.29
1,22.03,292.14
1,22.96,305.0
1,23.95,318.82
1,24.95,332.64
1,25.94,346.45
1,26.94,360.27
1,27.93,374.09
1,28.93,387.91
1,29.92,401.73
1,30.92,415.55
1,31.91,429.36
1,32.91,443.18
1,33.9,457.0
1,34.9,470.82
1,35.89,484.64
1,36.89,498.45
1,37.88,512.27
1,38.88,526.09
1,39.87,539.91
1,40.87,553.73
1,41.86,567.55
1,42.86,581.36
1,43.85,595.18
1,44.85,609.0
1,45.84,622.77
1,46.83,636.55
1,47.82,650.32
1,48.81,664.09
1,49.81,677.86
1,50.8,691.64
1,51.79,705.41
1,52.78,719.18
1,53.77,732.95
1,54.76,746.73
1,55.76,760.5
1,56.75,774.27
1,57.74,788.05
1,58.73,801.82
1,59.72,815.59
1,60.71,829.36
1,61.71,843.14
1,62.7,856.91
1,63.69,870.68
1,64.68,884.45
1,65.67,898.23
1,66.66,912.0
1,67.62,925.3
1,68.58,938.61
1,70.5,965.22
1,71.45,978.52
1,72.41,991.83
1,73.37,1005.13
1,74.33,1018.43
1,75.29,1031.74
1,76.24,1045.04
1,77.2,1058.35
1,78.16,1071.65
1,79.12,1084.96
1,80.07,1098.26
1,81.03,1111.57
1,81.99,1124.87
1,82.95,1138.17
1,83.91,1151.48
1,84.86,1164.78
1,85.82,1178.09
1,86.78,1191.39
1,87.74,1204.7
1,88.7,1218.0
1,89.69,1231.82
1,90.69,1245.64
1,91.68,1259.45
1,92.68,1273.27
1,93.67,1287.09
1,94.67,1300.91
1,95.66,1314.73
1,96.66,1328.55
1,97.65,1342.36
1,98.65,1356.18
1,99.64,1370.0
1,100.63,1383.82
1,101.63,1397.64
1,102.62,1411.45
1,103.62,1425.27
1,104.61,1439.09
1,105.61,1452.91
1,106.6,1466.73
1,107.6,1480.55
1,108.59,1494.36
1,109.59,1508.18
1,110.58,1522.0
1,111.57,1535.64
1,112.55,1549.27
1,113.53,1562.91
1,115.49,1590.18
1,116.47,1603.82
1,117.46,1617.45
1,118.44,1631.09
1,119.42,1644.73
1,120.4,1658.36
1,121.38,1672.0
1,122.37,1685.64
1,123.35,1699.27
1,124.33,1712.91
1,125.31,1726.55
1,126.29,1740.18
1,127.27,1753.82
1,128.26,1767.45
1,129.24,1781.09
1,130.22,1794.73
1,131.2,1808.36
1,132.18,1822.0
1,133.18,1822.0
1,134.18,1822.0
1,135.18,1822.0
1,136.17,1822.0
1,137.17,1822.0
1,138.17,1822.0
1,139.17,1822.0
1,140.16,1822.0
1,141.16,1822.0
1,142.16,1822.0
1,143.16,1822.0
1,144.15,1822.0
1,145.15,1822.0
1,146.15,1822.0
1,147.15,1822.0
1,148.14,1822.0
1,149.14,1822.0
1,150.14,1822.0
1,151.14,1822.0
1,152.13,1822.0
1,153.13,1822.0
1,154.13,1822.0
1,155.13,1822.0
1,156.12,1822.0
1,157.12,1822.0
