intersection_name,direction,SA_num,green_start_time,green_end_time,cycle
28교차로,서동,9,1215,1290,160
28교차로,서동,9,1375,1450,160
28교차로,서동,9,1535,1610,160
28교차로,서동,9,1695,1770,160
28교차로,서동,9,1855,1930,160
28교차로,서동,9,2015,2090,160
28교차로,서동,9,2175,2250,160
28교차로,서동,9,2335,2410,160
28교차로,서동,9,2495,2570,160
28교차로,서동,9,2655,2730,160
28교차로,서동,9,2815,2890,160
28교차로,서동,9,2975,3050,160
28교차로,서동,9,3135,3210,160
28교차로,서동,9,3295,3370,160
28교차로,서동,9,3455,3530,160
29교차로,서동,9,19,138,160
29교차로,서동,9,179,298,160
29교차로,서동,9,339,458,160
29교차로,서동,9,499,618,160
29교차로,서동,9,659,778,160
29교차로,서동,9,819,938,160
29교차로,서동,9,979,1098,160
29교차로,서동,9,1139,1258,160
29교차로,서동,9,1299,1418,160
29교차로,서동,9,1459,1578,160
29교차로,서동,9,1619,1738,160
29교차로,서동,9,1779,1898,160
29교차로,서동,9,1939,2058,160
29교차로,서동,9,2099,2218,160
29교차로,서동,9,2259,2378,160
29교차로,서동,9,2419,2538,160
29교차로,서동,9,2579,2698,160
29교차로,서동,9,2739,2858,160
29교차로,서동,9,2899,3018,160
29교차로,서동,9,3059,3178,160
29교차로,서동,9,3219,3338,160
29교차로,서동,9,3379,3498,160
29교차로,서동,9,3539,3658,160
30교차로,서동,9,13,130,160
30교차로,서동,9,173,290,160
30교차로,서동,9,333,450,160
30교차로,서동,9,493,610,160
30교차로,서동,9,653,770,160
30교차로,서동,9,813,930,160
30교차로,서동,9,973,1090,160
30교차로,서동,9,1133,1250,160
30교차로,서동,9,1293,1410,160
30교차로,서동,9,1453,1570,160
30교차로,서동,9,1613,1730,160
30교차로,서동,9,1773,1890,160
30교차로,서동,9,1933,2050,160
30교차로,서동,9,2093,2210,160
30교차로,서동,9,2253,2370,160
30교차로,서동,9,2413,2530,160
30교차로,서동,9,2573,2690,160
30교차로,서동,9,2733,2850,160
30교차로,서동,9,2893,3010,160
30교차로,서동,9,3053,3170,160
30교차로,서동,9,3213,3330,160
30교차로,서동,9,3373,3490,160
30교차로,서동,9,3533,3650,160
31교차로,서동,48,51,84,150
31교차로,서동,48,201,234,150
31교차로,서동,48,351,384,150
31교차로,서동,48,501,534,150
31교차로,서동,48,651,684,150
31교차로,서동,48,801,834,150
31교차로,서동,48,951,984,150
31교차로,서동,48,1101,1134,150
31교차로,서동,48,1251,1284,150
31교차로,서동,48,1401,1434,150
31교차로,서동,48,1551,1584,150
31교차로,서동,48,1701,1734,150
31교차로,서동,48,1851,1884,150
31교차로,서동,48,2001,2034,150
31교차로,서동,48,2151,2184,150
31교차로,서동,48,2301,2334,150
31교차로,서동,48,2451,2484,150
31교차로,서동,48,2601,2634,150
31교차로,서동,48,2751,2784,150
31교차로,서동,48,2901,2934,150
31교차로,서동,48,3051,3084,150
31교차로,서동,48,3201,3234,150
31교차로,서동,48,3351,3384,150
31교차로,서동,48,3501,3534,150
32교차로,서동,77,27,97,160
32교차로,서동,77,187,257,160
32교차로,서동,77,347,417,160
32교차로,서동,77,507,577,160
32교차로,서동,77,667,737,160
32교차로,서동,77,827,897,160
32교차로,서동,77,987,1057,160
32교차로,서동,77,1147,1217,160
32교차로,서동,77,1307,1377,160
32교차로,서동,77,1467,1537,160
32교차로,서동,77,1627,1697,160
32교차로,서동,77,1787,1857,160
32교차로,서동,77,1947,2017,160
32교차로,서동,77,2107,2177,160
32교차로,서동,77,2267,2337,160
32교차로,서동,77,2427,2497,160
32교차로,서동,77,2587,2657,160
32교차로,서동,77,2747,2817,160
32교차로,서동,77,2907,2977,160
32교차로,서동,77,3067,3137,160
32교차로,서동,77,3227,3297,160
32교차로,서동,77,3387,3457,160
32교차로,서동,77,3547,3617,160
33교차로,서동,77,-26,97,160
33교차로,서동,77,134,257,160
33교차로,서동,77,294,417,160
33교차로,서동,77,454,577,160
33교차로,서동,77,614,737,160
33교차로,서동,77,774,897,160
33교차로,서동,77,934,1057,160
33교차로,서동,77,1094,1217,160
33교차로,서동,77,1254,1377,160
33교차로,서동,77,1414,1537,160
33교차로,서동,77,1574,1697,160
33교차로,서동,77,1734,1857,160
33교차로,서동,77,1894,2017,160
33교차로,서동,77,2054,2177,160
33교차로,서동,77,2214,2337,160
33교차로,서동,77,2374,2497,160
33교차로,서동,77,2534,2657,160
33교차로,서동,77,2694,2817,160
33교차로,서동,77,2854,2977,160
33교차로,서동,77,3014,3137,160
33교차로,서동,77,3174,3297,160
33교차로,서동,77,3334,3457,160
33교차로,서동,77,3494,3617,160
34교차로,서동,77,-19,105,160
34교차로,서동,77,141,265,160
34교차로,서동,77,301,425,160
34교차로,서동,77,461,585,160
34교차로,서동,77,621,745,160
34교차로,서동,77,781,905,160
34교차로,서동,77,941,1065,160
34교차로,서동,77,1101,1225,160
34교차로,서동,77,1261,1385,160
34교차로,서동,77,1421,1545,160
34교차로,서동,77,1581,1705,160
34교차로,서동,77,1741,1865,160
34교차로,서동,77,1901,2025,160
34교차로,서동,77,2061,2185,160
34교차로,서동,77,2221,2345,160
34교차로,서동,77,2381,2505,160
34교차로,서동,77,2541,2665,160
34교차로,서동,77,2701,2825,160
34교차로,서동,77,2861,2985,160
34교차로,서동,77,3021,3145,160
34교차로,서동,77,3181,3305,160
34교차로,서동,77,3341,3465,160
34교차로,서동,77,3501,3625,160
35교차로,서동,77,19,141,160
35교차로,서동,77,179,301,160
35교차로,서동,77,339,461,160
35교차로,서동,77,499,621,160
35교차로,서동,77,659,781,160
35교차로,서동,77,819,941,160
35교차로,서동,77,979,1101,160
35교차로,서동,77,1139,1261,160
35교차로,서동,77,1299,1421,160
35교차로,서동,77,1459,1581,160
35교차로,서동,77,1619,1741,160
35교차로,서동,77,1779,1901,160
35교차로,서동,77,1939,2061,160
35교차로,서동,77,2099,2221,160
35교차로,서동,77,2259,2381,160
35교차로,서동,77,2419,2541,160
35교차로,서동,77,2579,2701,160
35교차로,서동,77,2739,2861,160
35교차로,서동,77,2899,3021,160
35교차로,서동,77,3059,3181,160
35교차로,서동,77,3219,3341,160
35교차로,서동,77,3379,3501,160
35교차로,서동,77,3539,3661,160
